pp,REPORT_DATE,CONTRACT_ID,DAY_PAST_DUE,DPD_GROUP,AMT_PRINCIPAL
164,31.12.2023,LOAN_2100106428,0,0 days,"292,824"
165,31.03.2023,LOAN_1676306389,0,0 days,"142,507"
166,31.03.2023,LOAN_1678178230,0,0 days,"219,296"
167,31.03.2023,LOAN_1664982125,0,0 days,"311,958"
168,31.03.2023,LOAN_1667908771,0,0 days,"112,933"
169,31.03.2023,LOAN_1678177268,0,0 days,"22,800"
170,31.03.2023,LOAN_1680906375,0,0 days,"12,400"
171,31.03.2023,LOAN_1678175954,15,1 - 30,"238,505"
172,31.03.2023,LOAN_1672544125,0,0 days,"45,864"
173,31.03.2023,LOAN_1678173650,0,0 days,"61,007"
174,31.03.2023,LOAN_1667909036,0,0 days,"77,000"
175,31.03.2023,LOAN_1712908604,116,91 - 120,"86,724"
176,31.03.2023,LOAN_1667909157,0,0 days,"69,138"
177,31.03.2023,LOAN_1712908802,0,0 days,"110,630"
178,31.03.2023,LOAN_1667908997,0,0 days,"133,466"
179,31.03.2023,LOAN_1667908763,0,0 days,"72,523"
180,31.03.2023,LOAN_1726586150,0,0 days,"95,300"
181,31.03.2023,LOAN_1678174916,1,1 - 30,"244,698"
182,31.03.2023,LOAN_1678174700,0,0 days,"161,850"
183,31.03.2023,LOAN_1668406425,0,0 days,"182,462"
184,31.03.2023,LOAN_1668686150,0,0 days,"121,662"
185,31.03.2023,LOAN_1667909316,0,0 days,"36,432"
186,31.12.2023,LOAN_1676306389,0,0 days,"99,553"
187,31.12.2023,LOAN_1664982125,0,0 days,"202,937"
188,31.12.2023,LOAN_1667909316,0,0 days,"24,332"
189,31.12.2023,LOAN_1678171708,0,0 days,"76,618"
190,31.12.2023,LOAN_1678175850,0,0 days,"41,340"
191,31.12.2023,LOAN_1676306424,0,0 days,"382,220"
192,31.12.2023,LOAN_1678175954,0,0 days,"183,297"
193,31.12.2023,LOAN_1678174916,0,0 days,"170,538"
194,30.09.2023,LOAN_1678174700,0,0 days,"131,592"
195,30.09.2023,LOAN_1678175850,0,0 days,"47,548"
196,30.09.2023,LOAN_1667909036,0,0 days,"60,376"
197,30.09.2023,LOAN_1678173650,0,0 days,"45,533"
198,30.09.2023,LOAN_1678174916,0,0 days,"196,145"
199,30.09.2023,LOAN_1678177133,93,91 - 120,"195,057"
200,30.09.2023,LOAN_1678171708,0,0 days,"88,134"
201,30.09.2023,LOAN_1678178389,0,0 days,"183,771"
202,30.09.2023,LOAN_1712908736,0,0 days,"117,648"
203,30.09.2023,LOAN_1664982125,0,0 days,"241,084"
204,30.09.2023,LOAN_1672544125,0,0 days,"36,445"
205,30.09.2023,LOAN_1712908802,0,0 days,"95,754"
206,30.06.2023,LOAN_1672544125,0,0 days,"41,266"
207,30.06.2023,LOAN_1678178230,0,0 days,"198,233"
208,30.06.2023,LOAN_1677476147,0,0 days,"59,485"
209,30.06.2023,LOAN_1667908771,0,0 days,"101,032"
210,30.06.2023,LOAN_1676306424,0,0 days,"494,815"
211,30.06.2023,LOAN_1678178389,0,0 days,"205,400"
212,30.06.2023,LOAN_1676306389,0,0 days,"128,880"
213,30.06.2023,LOAN_1678171708,0,0 days,"99,116"
214,30.06.2023,LOAN_1678177133,1,1 - 30,"195,057"
215,30.06.2023,LOAN_1712908736,0,0 days,"127,004"
216,30.06.2023,LOAN_1678174916,0,0 days,"220,564"
217,30.06.2023,LOAN_1678174700,0,0 days,"147,080"
218,30.06.2023,LOAN_1678175954,14,1 - 30,"219,872"
219,30.06.2023,LOAN_1668406425,0,0 days,"163,234"
220,30.06.2023,LOAN_1668686150,5,1 - 30,"109,342"
221,30.06.2023,LOAN_1678175850,0,0 days,"53,468"
222,30.06.2023,LOAN_1667909036,0,0 days,"68,885"
223,30.06.2023,LOAN_1678177268,0,0 days,"13,170"
224,30.06.2023,LOAN_1712908802,0,0 days,"103,369"
225,30.06.2023,LOAN_1667909316,0,0 days,"32,592"
226,30.06.2023,LOAN_1678173650,0,0 days,"53,600"
227,30.06.2023,LOAN_1664982125,5,1 - 30,"284,625"
228,31.03.2023,LOAN_1678178389,0,0 days,"226,024"
229,31.03.2023,LOAN_1678177133,2,1 - 30,"214,728"
230,31.03.2023,LOAN_1677476147,0,0 days,"65,775"
231,31.03.2023,LOAN_1678175850,1,1 - 30,"60,958"
232,31.03.2023,LOAN_1712908736,0,0 days,"135,926"
233,31.03.2023,LOAN_1671446146,0,0 days,"145,702"
234,31.03.2023,LOAN_1676306424,0,0 days,"547,135"
235,31.03.2023,LOAN_1678171708,0,0 days,"109,648"
236,30.09.2023,LOAN_1676306424,0,0 days,"439,949"
237,30.09.2023,LOAN_1676306389,0,0 days,"114,589"
238,30.09.2023,LOAN_1678175954,15,1 - 30,"210,337"
239,30.09.2023,LOAN_1668686150,0,0 days,"95,398"
240,30.09.2023,LOAN_1668406425,0,0 days,"143,071"
241,30.09.2023,LOAN_1667909316,0,0 days,"28,566"
242,30.09.2023,LOAN_1677476147,0,0 days,"52,890"
243,30.09.2023,LOAN_1667908771,0,0 days,"88,552"
244,31.12.2023,LOAN_1678174700,0,0 days,"115,291"
245,31.12.2023,LOAN_1667908771,0,0 days,"75,426"
246,31.12.2023,LOAN_1712908802,0,0 days,"87,723"
247,31.12.2023,LOAN_1677476147,0,0 days,"45,950"
248,31.12.2023,LOAN_1667909036,0,0 days,"51,427"
249,31.12.2023,LOAN_1678173650,0,0 days,"37,547"
250,31.12.2023,LOAN_1712908736,0,0 days,"107,781"
251,31.12.2023,LOAN_1678178389,0,0 days,"161,009"
252,31.12.2023,LOAN_1668406425,0,0 days,"121,865"
253,31.12.2023,LOAN_1672544125,0,0 days,"31,373"
254,31.12.2022,LOAN_1678171708,0,0 days,"119,756"
255,31.12.2022,LOAN_1726586150,0,0 days,"100,746"
256,31.12.2022,LOAN_1676306389,0,0 days,"155,647"
257,31.12.2022,LOAN_1667908763,0,0 days,"79,872"
258,31.12.2022,LOAN_1667909316,0,0 days,"40,130"
259,31.12.2022,LOAN_1667909157,0,0 days,"76,156"
260,31.12.2022,LOAN_1678175954,0,0 days,"250,121"
261,31.12.2022,LOAN_1668686150,0,0 days,"134,013"
262,31.12.2022,LOAN_1667908997,0,0 days,"147,015"
263,31.12.2022,LOAN_1671446146,0,0 days,"159,763"
264,31.12.2022,LOAN_1678175850,0,0 days,"64,594"
265,31.12.2022,LOAN_1678174916,0,0 days,"266,457"
266,31.12.2022,LOAN_1672544125,0,0 days,"50,295"
267,31.12.2022,LOAN_1667909036,0,0 days,"84,816"
268,31.12.2022,LOAN_1678246147,0,0 days,"131,496"
269,31.12.2022,LOAN_1677476147,0,0 days,"71,839"
270,31.12.2022,LOAN_1664982125,0,0 days,"345,268"
271,31.12.2022,LOAN_1678177268,0,0 days,"37,763"
272,31.12.2022,LOAN_1667908771,0,0 days,"124,397"
273,31.12.2022,LOAN_1712908736,0,0 days,"144,571"
274,31.12.2022,LOAN_1678173650,0,0 days,"68,407"
275,31.12.2022,LOAN_1678177133,0,0 days,"227,412"
276,31.12.2022,LOAN_1712908604,26,1 - 30,"86,724"
277,31.12.2022,LOAN_1668406425,0,0 days,"200,984"
278,31.12.2022,LOAN_1678178389,0,0 days,"245,922"
279,31.12.2022,LOAN_1712908802,0,0 days,"117,666"
280,31.12.2022,LOAN_1678174700,0,0 days,"176,099"
281,31.12.2022,LOAN_1680906375,0,0 days,"13,490"
282,31.12.2022,LOAN_1676306424,0,0 days,"597,584"
283,31.12.2022,LOAN_1678178230,0,0 days,"239,513"
284,31.03.2023,LOAN_1684908548,0,0 days,"42,650"
285,31.12.2022,LOAN_1684908548,0,0 days,"82,279"
286,31.12.2022,LOAN_1693616145,67,61 - 90,"150,846"
287,30.06.2023,LOAN_1698696148,0,0 days,"10,745"
288,30.06.2023,LOAN_1698356148,0,0 days,"29,902"
289,31.03.2023,LOAN_1698783125,0,0 days,"50,939"
290,31.03.2023,LOAN_1698356148,0,0 days,"50,937"
291,31.03.2023,LOAN_1698696148,0,0 days,"18,304"
292,30.09.2023,LOAN_1698356148,0,0 days,"7,646"
293,31.12.2022,LOAN_1698356148,0,0 days,"70,886"
294,31.12.2022,LOAN_1698696148,0,0 days,"25,473"
295,31.12.2022,LOAN_1698783125,0,0 days,"70,888"
296,31.03.2023,LOAN_1978213659,0,0 days,"57,314"
297,31.12.2023,LOAN_2024006148,0,0 days,"220,587"
298,31.12.2023,LOAN_1978213659,0,0 days,"44,564"
299,30.09.2023,LOAN_2024006148,0,0 days,"239,780"
300,30.09.2023,LOAN_1978213659,0,0 days,"48,998"
301,30.06.2023,LOAN_2024006148,0,0 days,"258,129"
302,30.06.2023,LOAN_2067935556,0,0 days,"170,000"
303,30.06.2023,LOAN_1978213659,0,0 days,"53,239"
304,31.12.2023,LOAN_1978214162,0,0 days,"887,845"
305,30.09.2023,LOAN_1978214162,0,0 days,"915,652"
306,30.06.2023,LOAN_1978214162,0,0 days,"941,908"
307,31.03.2023,LOAN_1978214162,0,0 days,"967,068"
308,31.03.2023,LOAN_1639846154,0,0 days,"32,711"
309,31.12.2023,LOAN_1639846154,0,0 days,"6,342"
310,30.06.2023,LOAN_1639846154,0,0 days,"24,308"
311,30.09.2023,LOAN_1639846154,0,0 days,"15,525"
312,31.12.2022,LOAN_1639846154,0,0 days,"40,787"
313,31.12.2022,LOAN_1651206361,0,0 days,"25,039"
314,31.12.2022,LOAN_1659104125,0,0 days,"3,753"
315,31.12.2022,LOAN_1667908510,0,0 days,"11,274"
316,31.03.2023,LOAN_2007928846,0,0 days,"49,134"
317,31.03.2023,LOAN_2007346151,0,0 days,"50,000"
318,31.03.2023,LOAN_2020826145,0,0 days,"10,000"
319,31.03.2023,LOAN_2007929279,0,0 days,"50,000"
320,31.03.2023,LOAN_2007929258,0,0 days,"24,567"
321,31.03.2023,LOAN_2007928665,0,0 days,"42,993"
322,31.03.2023,LOAN_2018006428,0,0 days,"39,308"
323,31.03.2023,LOAN_2007929190,0,0 days,"24,567"
324,31.03.2023,LOAN_2007929231,0,0 days,"50,000"
325,30.09.2023,LOAN_2007930013,17,1 - 30,"9,099"
326,30.06.2023,LOAN_2007928665,18,1 - 30,"29,678"
327,30.06.2023,LOAN_2007346151,0,0 days,"26,362"
328,30.06.2023,LOAN_2007929231,0,0 days,"26,362"
329,30.06.2023,LOAN_2007929279,0,0 days,"26,362"
330,30.06.2023,LOAN_2007343125,0,0 days,"25,905"
331,30.06.2023,LOAN_2007928382,0,0 days,"15,817"
332,30.06.2023,LOAN_2007930013,0,0 days,"26,362"
333,30.06.2023,LOAN_2007928846,17,1 - 30,"33,917"
334,30.06.2023,LOAN_2020826145,0,0 days,"5,272"
335,30.06.2023,LOAN_2022818125,0,0 days,"8,480"
336,30.06.2023,LOAN_2007929190,0,0 days,"12,953"
337,30.06.2023,LOAN_2007929258,0,0 days,"12,953"
338,30.06.2023,LOAN_2018006428,0,0 days,"20,725"
339,31.03.2023,LOAN_2007343125,0,0 days,"49,134"
340,31.03.2023,LOAN_2007928382,0,0 days,"30,000"
341,31.03.2023,LOAN_2006226149,0,0 days,"50,000"
342,31.03.2023,LOAN_2000306151,0,0 days,"49,134"
343,31.03.2023,LOAN_2007930013,0,0 days,"50,000"
344,30.09.2023,LOAN_2022818125,0,0 days,"2,237"
345,30.09.2023,LOAN_2007928665,49,31 - 60,"15,368"
346,31.03.2023,LOAN_2007929379,0,0 days,"49,134"
347,31.03.2023,LOAN_2007929739,0,0 days,"49,134"
348,31.03.2023,LOAN_2007929408,0,0 days,"50,000"
349,31.03.2023,LOAN_2015946154,0,0 days,"31,000"
350,31.03.2023,LOAN_2007346146,0,0 days,"50,000"
351,31.03.2023,LOAN_2007928689,0,0 days,"25,000"
352,30.09.2023,LOAN_2007929491,48,31 - 60,"13,213"
353,30.09.2023,LOAN_2022187125,1,1 - 30,"8,979"
354,30.06.2023,LOAN_2007930079,0,0 days,"26,422"
355,30.06.2023,LOAN_2022187125,0,0 days,"25,920"
356,30.06.2023,LOAN_2007928738,0,0 days,"25,965"
357,30.06.2023,LOAN_2007929379,78,61 - 90,"49,134"
358,30.06.2023,LOAN_2008524125,0,0 days,"8,214"
359,30.06.2023,LOAN_2007928484,0,0 days,"7,789"
360,30.06.2023,LOAN_2007928689,0,0 days,"13,211"
361,30.06.2023,LOAN_2007929491,17,1 - 30,"25,476"
362,30.06.2023,LOAN_2014376152,0,0 days,"25,965"
363,30.06.2023,LOAN_2015946154,0,0 days,"16,382"
364,30.06.2023,LOAN_2018006443,0,0 days,"26,422"
365,30.06.2023,LOAN_2007929408,0,0 days,"26,422"
366,31.03.2023,LOAN_2007929491,0,0 days,"36,851"
367,31.03.2023,LOAN_2007930079,0,0 days,"50,000"
368,31.03.2023,LOAN_2008524125,0,0 days,"50,000"
369,31.03.2023,LOAN_2018006443,0,0 days,"50,000"
370,31.03.2023,LOAN_2014376152,0,0 days,"49,134"
371,31.03.2023,LOAN_2007928738,0,0 days,"49,134"
372,31.03.2023,LOAN_2007928484,0,0 days,"14,740"
373,31.03.2023,LOAN_2003343125,0,0 days,"49,134"
374,30.06.2023,LOAN_1996806125,0,0 days,"39,388"
375,31.03.2023,LOAN_1996806125,0,0 days,"51,447"
376,30.06.2023,LOAN_2007928859,0,0 days,"13,193"
377,30.06.2023,LOAN_2022819125,0,0 days,"25,665"
378,31.03.2023,LOAN_2007928859,0,0 days,"50,000"
379,31.03.2023,LOAN_1978213308,0,0 days,"1,762,519"
380,31.12.2023,LOAN_1978213308,0,0 days,"1,601,765"
381,30.09.2023,LOAN_1978213308,0,0 days,"1,656,156"
382,30.06.2023,LOAN_1978213308,0,0 days,"1,709,667"
383,31.03.2023,LOAN_1978220091,0,0 days,"198,422"
384,30.09.2023,LOAN_2067936486,0,0 days,"72,425"
385,30.06.2023,LOAN_2067936486,0,0 days,"80,000"
386,31.12.2023,LOAN_2067936486,44,31 - 60,"69,733"
387,31.03.2023,LOAN_1973575125,0,0 days,"2,932,385"
388,31.03.2023,LOAN_1978214898,7,1 - 30,"635,280"
389,31.03.2023,LOAN_1978219688,0,0 days,"573,729"
390,31.03.2023,LOAN_1978214994,0,0 days,"899,780"
391,31.03.2023,LOAN_1978219573,0,0 days,"687,040"
392,31.03.2023,LOAN_1978219381,0,0 days,"593,241"
393,31.12.2023,LOAN_1978213923,0,0 days,"769,631"
394,30.09.2023,LOAN_1978213923,0,0 days,"789,605"
395,30.09.2023,LOAN_1978217544,0,0 days,"640,148"
396,30.09.2023,LOAN_1978219688,0,0 days,"534,348"
397,30.09.2023,LOAN_1978219381,0,0 days,"552,551"
398,30.09.2023,LOAN_1978214994,67,61 - 90,"887,770"
399,30.06.2023,LOAN_1978214994,0,0 days,"887,770"
400,30.06.2023,LOAN_1978217544,0,0 days,"663,973"
401,30.06.2023,LOAN_1978219688,0,0 days,"554,235"
402,30.06.2023,LOAN_1973575125,0,0 days,"2,832,749"
403,30.06.2023,LOAN_1978219381,0,0 days,"573,099"
404,30.06.2023,LOAN_1978213923,0,0 days,"818,992"
405,31.03.2023,LOAN_1978213923,0,0 days,"847,799"
406,31.03.2023,LOAN_1978217544,0,0 days,"687,327"
407,30.09.2023,LOAN_1973575125,0,0 days,"2,731,105"
408,31.12.2023,LOAN_1978219381,0,0 days,"552,551"
409,31.12.2023,LOAN_1973575125,0,0 days,"2,626,847"
410,31.12.2023,LOAN_1978219688,0,0 days,"513,949"
411,31.12.2023,LOAN_1978217544,0,0 days,"615,711"
412,31.12.2022,LOAN_1713908800,0,0 days,"77,274"
413,31.03.2023,LOAN_1937933795,0,0 days,"951,033"
414,31.12.2023,LOAN_1947908611,0,0 days,"259,152"
415,30.09.2023,LOAN_1947908611,0,0 days,"259,152"
416,30.06.2023,LOAN_1937933795,0,0 days,"951,033"
417,30.06.2023,LOAN_1947908611,0,0 days,"259,152"
418,31.03.2023,LOAN_1947908611,0,0 days,"264,414"
419,30.09.2023,LOAN_1937933795,0,0 days,"944,812"
420,31.12.2023,LOAN_1937933795,0,0 days,"944,812"
421,31.12.2022,LOAN_1937933795,0,0 days,"963,163"
422,31.12.2022,LOAN_1947908611,0,0 days,"269,696"
423,31.03.2023,LOAN_1978220837,0,0 days,"511,431"
424,31.03.2023,LOAN_1978218891,0,0 days,"924,351"
425,31.12.2023,LOAN_1978215632,0,0 days,"1,004,852"
426,31.12.2023,LOAN_2138176150,0,0 days,"269,694"
427,31.12.2023,LOAN_1978220837,0,0 days,"439,814"
428,30.09.2023,LOAN_1978218891,0,0 days,"778,486"
429,30.09.2023,LOAN_1978220837,0,0 days,"464,021"
430,30.06.2023,LOAN_1978220837,0,0 days,"487,873"
431,30.06.2023,LOAN_1978218891,0,0 days,"858,959"
432,30.06.2023,LOAN_1978215632,0,0 days,"1,094,443"
433,31.03.2023,LOAN_1978215632,0,0 days,"1,147,291"
434,31.03.2023,LOAN_1978220792,0,0 days,"764,426"
435,30.09.2023,LOAN_2097406351,0,0 days,"811,134"
436,30.09.2023,LOAN_2101241125,0,0 days,"598,919"
437,30.09.2023,LOAN_1978215632,0,0 days,"1,040,937"
438,31.12.2023,LOAN_2101241125,0,0 days,"264,646"
439,31.12.2023,LOAN_1978218891,0,0 days,"737,876"
440,30.06.2023,LOAN_2067938065,0,0 days,"49,827"
441,30.06.2023,LOAN_2041456152,0,0 days,"91,790"
442,30.09.2023,LOAN_2041456152,88,61 - 90,"91,790"
443,31.03.2023,LOAN_1831266150,0,0 days,"93,705"
444,31.12.2023,LOAN_1855889125,0,0 days,"762,129"
445,30.09.2023,LOAN_1831266150,0,0 days,"76,513"
